2019.must.162,29192.0
2019.must.164,27303.0
2019.must.263,27069.0
2019.must.168,26877.0
2019.must.127,26380.0
2019.must.167,25802.0
2019.must.255,24763.0
2019.must.163,23099.0
2019.must.183,22702.0
2019.must.271,22165.0
2019.must.96,21981.0
2019.must.165,21141.0
2019.must.190,21002.0
2019.must.179,20924.0
2019.must.247,20663.0
2019.must.186,20568.0
2019.must.136,20340.0
2019.must.278,20271.0
2019.must.336,20199.0
2019.must.88,20069.0
2019.must.279,19193.0
2019.must.138,19123.0
2019.must.63,18993.0
2019.must.256,18833.0
2019.must.172,18735.0
2019.must.133,18718.0
2019.must.147,18465.0
2019.must.85,18378.0
2019.must.142,18257.0
2019.must.36,18149.0
2019.must.181,18044.0
2019.must.262,17900.0
2019.must.141,17499.0
2019.must.131,17464.0
2019.must.189,17453.0
2019.must.107,17151.0
2019.must.182,17109.0
2019.must.160,16808.0
2019.must.230,16664.0
2019.must.119,16661.0
2019.must.108,16612.0
2019.must.106,16535.0
2019.must.150,16492.0
2019.must.143,16379.0
2019.must.120,16014.0
2019.must.134,15921.0
2019.must.135,15570.0
2019.must.229,15563.0
2019.must.140,15498.0
2019.must.130,15448.0
2019.must.15,15169.0
2019.must.97,15085.0
2019.must.61,14936.0
2019.must.270,14847.0
2019.must.111,14803.0
2019.must.237,14436.0
2019.must.33,14289.0
2019.must.151,14283.0
2019.must.21,14281.0
2019.must.118,14229.0
2019.must.335,14130.0
2019.must.342,14062.0
2019.must.340,13895.0
2019.must.153,13668.0
2019.must.146,13646.0
2019.must.117,13582.0
2019.must.155,13326.0
2019.must.139,13287.0
2019.must.188,13150.0
2019.must.28,12977.0
2019.must.122,12971.0
2019.must.246,12866.0
2019.must.16,12796.0
2019.must.234,12688.0
2019.must.125,12683.0
2019.must.159,12612.0
2019.must.110,12548.0
2019.must.192,12538.0
2019.must.39,12497.0
2019.must.44,12430.0
2019.must.94,12380.0
2019.must.109,12348.0
2019.must.152,12344.0
2019.must.56,12275.0
2019.must.124,12195.0
2019.must.78,12105.0
2019.must.76,12003.0
2019.must.156,11963.0
2019.must.280,11867.0
2019.must.37,11822.0
2019.must.81,11809.0
2019.must.52,11750.0
2019.must.112,11719.0
2019.must.248,11615.0
2019.must.89,11553.0
2019.must.46,11505.0
2019.must.38,11416.0
2019.must.79,11393.0
2019.must.48,11380.0
2019.must.187,11367.0
2019.must.40,11307.0
2019.must.173,11155.0
2019.must.148,11140.0
2019.must.68,10763.0
2019.must.103,10746.0
2019.must.29,10732.0
2019.must.185,10703.0
2019.must.238,10676.0
2019.must.132,10653.0
2019.must.22,10633.0
2019.must.19,10623.0
2019.must.176,10569.0
2019.must.169,10549.0
2019.must.149,10535.0
2019.must.184,10360.0
2019.must.129,10286.0
2019.must.339,10209.0
2019.must.87,10074.0
2019.must.126,9929.0
2019.must.71,9905.0
2019.must.51,9835.0
2019.must.177,9832.0
2019.must.174,9810.0
2019.must.236,9666.0
2019.must.95,9662.0
2019.must.105,9528.0
2019.must.180,9477.0
2019.must.77,9475.0
2019.must.161,9448.0
2019.must.10,9425.0
2019.must.47,9251.0
2019.must.100,9151.0
2019.must.24,9089.0
2019.must.57,8962.0
2019.must.31,8864.0
2019.must.226,8851.0
2019.must.17,8842.0
2019.must.115,8701.0
2019.must.45,8700.0
2019.must.25,8622.0
2019.must.241,8580.0
2019.must.92,8454.0
2019.must.32,8334.0
2019.must.128,8314.0
2019.must.349,8236.0
2019.must.231,8221.0
2019.must.69,8117.0
2019.must.86,8104.0
2019.must.228,7928.0
2019.must.347,7863.0
2019.must.222,7823.0
2019.must.27,7762.0
2019.must.3,7703.0
2019.must.35,7554.0
2019.must.84,7550.0
2019.must.157,7409.0
2019.must.114,7370.0
2019.must.54,7222.0
2019.must.55,7196.0
2019.must.64,7091.0
2019.must.258,6836.0
2019.must.43,6780.0
2019.must.338,6771.0
2019.must.14,6730.0
2019.must.67,6679.0
2019.must.235,6501.0
2019.must.145,6485.0
2019.must.34,6482.0
2019.must.249,6449.0
2019.must.62,6445.0
2019.must.346,6444.0
2019.must.348,6436.0
2019.must.224,6406.0
2019.must.113,6308.0
2019.must.20,6261.0
2019.must.26,6185.0
2019.must.91,6129.0
2019.must.49,6129.0
2019.must.144,6046.0
2019.must.341,5953.0
2019.must.9,5777.0
2019.must.196,5764.0
2019.must.123,5745.0
2019.must.75,5721.0
2019.must.50,5708.0
2019.must.41,5681.0
2019.must.30,5643.0
2019.must.337,5619.0
2019.must.70,5616.0
2019.must.175,5453.0
2019.must.101,5446.0
2019.must.99,5184.0
2019.must.53,5030.0
2019.must.242,5024.0
2019.must.72,5007.0
2019.must.60,4996.0
2019.must.74,4975.0
2019.must.12,4924.0
2019.must.282,4876.0
2019.must.194,4862.0
2019.must.4,4638.0
2019.must.232,4406.0
2019.must.59,4232.0
2019.must.8,4220.0
2019.must.225,4148.0
2019.must.42,4128.0
2019.must.273,4117.0
2019.must.266,3990.0
2019.must.13,3978.0
2019.must.104,3957.0
2019.must.116,3949.0
2019.must.80,3948.0
2019.must.281,3903.0
2019.must.274,3829.0
2019.must.227,3826.0
2019.must.83,3759.0
2019.must.257,3744.0
2019.must.58,3717.0
2019.must.98,3708.0
2019.must.223,3508.0
2019.must.73,3427.0
2019.must.23,3365.0
2019.must.343,3357.0
2019.must.265,3305.0
2019.must.102,3268.0
2019.must.93,3260.0
2019.must.154,3129.0
2019.must.275,3063.0
2019.must.7,3027.0
2019.must.240,3001.0
2019.must.250,2975.0
2019.must.239,2966.0
2019.must.2,2935.0
2019.must.345,2817.0
2019.must.269,2780.0
2019.must.158,2768.0
2019.must.18,2723.0
2019.must.283,2540.0
2019.must.251,2437.0
2019.must.82,2435.0
2019.must.90,2380.0
2019.must.268,2092.0
2019.must.267,2021.0
2019.must.259,1994.0
2019.must.260,1966.0
2019.must.66,1842.0
2019.must.252,1803.0
2019.must.264,1717.0
2019.must.121,1599.0
2019.must.11,1510.0
2019.must.277,1492.0
2019.must.5,1455.0
2019.must.276,1397.0
2019.must.1,1240.0
2019.must.245,1210.0
2019.must.253,1045.0
2019.must.244,1033.0
2019.must.272,964.0
2019.must.65,874.0
2019.must.254,508.0
2019.must.344,401.0
2019.must.261,361.0
2019.must.6,148.0
2019.must.193,147.0
2019.must.195,60.0
2019.must.197,38.0
2019.must.191,31.0
2019.must.233,27.0
