12080.CS.137,207674.0
12080.T.CS.145,187113.0
12080.T.CS.107,23116.0
12080.CS.215,21779.0
12080.T.CS.106,21146.0
12080.CS.389,19135.0
12080.CS.011,18279.0
12080.CS.359,18276.0
12080.CS.055,18244.0
12080.CS.256,18161.0
12080.CS.116,18145.0
12080.CS.234,18141.0
12080.CS.390,18091.0
12080.CS.272,17800.0
12080.CS.112,17411.0
12080.CS.316,17398.0
12080.CS.001,17187.0
12080.CS.178,17042.0
12080.CS.391,17038.0
12080.CS.007,16911.0
12080.CS.105,16835.0
12080.T.CS.126,16734.0
12080.CS.072,16734.0
12080.CS.064,16685.0
12080.T.CS.118,16681.0
12080.CS.125,16546.0
12080.T.CS.108,16442.0
12080.T.CS.109,16387.0
12080.CS.348,16316.0
12080.T.CS.115,16231.0
12080.T.CS.132,16076.0
12080.CS.212,16031.0
12080.L.022.M6,16022.0
12080.CS.065,15869.0
12080.T.CS.131,15844.0
12080.CS.253,15717.0
12080.CS.182,15677.0
12080.T.CS.037,15554.0
12080.CS.009,15508.0
12080.CS.323,15465.0
12080.T.CS.121,15450.0
12080.CS.287,15418.0
12080.T.CS.166,15170.0
12080.T.CS.167,15099.0
12080.CS.254,15050.0
12080.CS.068,14970.0
12080.T.CS.016,14644.0
12080.L.002.M0,14576.0
12080.T.CS.027,14535.0
12080.CS.270,14526.0
12080.CS.029,14496.0
12080.CS.059,14476.0
12080.CS.016,14433.0
12080.CS.021,14359.0
12080.T.CS.122,14251.0
12080.T.CS.091,14237.0
12080.CS.104,14232.0
12080.CS.195,14224.0
12080.T.CS.028,14185.0
12080.CS.024,14178.0
12080.T.CS.129,14176.0
12080.T.CS.112,14139.0
12080.CS.120,14115.0
12080.CS.148,14073.0
12080.CS.044,14001.0
12080.CS.133,13992.0
12080.CS.109,13982.0
12080.CS.082,13968.0
12080.CS.071,13948.0
12080.T.CS.085,13933.0
12080.CS.098,13893.0
12080.CS.373,13832.0
12080.CS.199,13705.0
12080.CS.047,13652.0
12080.CS.005,13652.0
12080.CS.053,13593.0
12080.CS.177,13580.0
12080.T.CS.101,13567.0
12080.CS.093,13509.0
12080.T.CS.152,13508.0
12080.CS.060,13454.0
12080.CS.062,13370.0
12080.CS.346,13347.0
12080.CS.145,13299.0
12080.T.CS.156,13212.0
12080.CS.086,13198.0
12080.T.CS.169,13195.0
12080.TFS.028,13173.0
12080.CS.372,13159.0
12080.CS.176,13147.0
12080.CS.019,13134.0
12080.CS.006,13134.0
12080.CS.075,13061.0
12080.CS.025,13033.0
12080.CS.051,13031.0
12080.CS.115,13019.0
12080.CS.014,12967.0
12080.T.CS.039,12958.0
12080.CS.031,12940.0
12080.CS.307,12938.0
12080.T.CS.158,12937.0
12080.CS.102,12923.0
12080.CS.285,12861.0
12080.CS.090,12795.0
12080.CS.013,12771.0
12080.CS.097,12743.0
12080.CS.117,12740.0
12080.CS.046,12723.0
12080.CS.094,12690.0
12080.CS.337,12682.0
12080.CS.036,12672.0
12080.CS.078,12659.0
12080.CS.063,12613.0
12080.L.001.M4,12581.0
12080.CS.113,12580.0
12080.CS.135,12569.0
12080.CS.127,12505.0
12080.CS.143,12497.0
12080.CS.246,12487.0
12080.T.CS.012,12439.0
12080.CS.187,12366.0
12080.CS.076,12357.0
12080.T.CS.177,12341.0
12080.CS.265,12321.0
12080.CS.087,12299.0
12080.CS.111,12291.0
12080.CS.163,12283.0
12080.CS.231,12245.0
12080.CS.106,12195.0
12080.CS.303,12089.0
